Gene ID,Gene Name,accessory axillary lymph node,adrenal gland,aorta,bone (os femoris),cecum,cerebellum,cerebral cortex,colon,corpora quadrigemina,corpus striatum,diencephalon,epididymis,eyeball,hippocampus,intestinal mucosa,intestine,lung,medulla oblongata,olfactory brain,ovary,pancreas,pituitary gland,prostate,skin,spinal cord,spleen,stomach,submandibular gland,testis,thymus,tongue,urinary bladder,uterus,vagina,vesicular gland
ENSMUSG00000001123,Lgals9,,,0.7,1,0.9,,,1,,,,,,,1,2,0.8,,,,,,,,,0.9,3,0.6,,2,,,0.5,,1
ENSMUSG00000001127,Araf,91,98,77,50,58,112,119,68,189,122,167,119,81,114,81,56,71,175,118,63,57,140,108,67,163,44,59,83,16,52,85,72,69,53,99
ENSMUSG00000001128,Cfp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000001131,Timp1,3,14,2,,,,,,,0.5,,4,0.6,,,,2,,,25,,3,0.7,1,0.6,0.9,2,,2,,0.5,3,4,4,15
ENSMUSG00000001134,Uxt,,,1,0.9,,0.6,0.7,,,,,0.5,,,0.7,1,,0.5,,,1,0.7,1,,,0.9,,0.6,,2,,,,,0.5
ENSMUSG00000001143,Lman2l,8,12,12,6,7,15,11,4,13,11,13,6,15,17,7,3,7,13,10,11,11,14,20,10,10,7,6,16,5,17,10,9,9,7,13
ENSMUSG00000001150,Mcm3ap,24,13,12,14,18,20,19,10,14,23,12,8,13,16,13,11,16,16,25,16,10,13,10,15,13,18,5,14,17,29,13,17,14,14,12
ENSMUSG00000001155,Ftcd,,2,,,,,,,,,,6,,,,,,,,,,,,,,,3,,,,,,,,
ENSMUSG00000001156,Mxd1,35,4,8,141,290,7,8,360,7,12,7,3,13,6,685,205,27,6,11,6,10,7,12,45,7,68,121,7,19,10,44,5,15,159,4
ENSMUSG00000001157,Gmcl1,5,2,2,1,7,7,7,8,5,5,6,7,4,6,10,6,3,6,6,3,4,3,6,8,6,3,7,3,132,7,4,4,5,5,5
ENSMUSG00000001158,Snrnp27,11,7,12,19,4,22,14,7,11,17,14,11,12,18,4,7,12,13,22,7,9,13,9,19,14,8,8,9,23,7,17,10,9,11,13
ENSMUSG00000001166,Oas1c,10,3,2,3,,0.6,2,0.8,1,0.5,2,4,2,0.8,2,2,4,2,1,,,5,3,6,4,7,5,1,0.6,3,0.7,3,2,3,3
ENSMUSG00000001173,Ocrl,2,7,4,0.9,,5,5,2,5,6,7,10,2,7,,1,1,6,6,3,,6,3,2,4,,1,2,0.6,,1,3,2,3,2
ENSMUSG00000001175,Calm1,9,6,6,7,7,21,48,6,38,35,28,5,4,38,13,10,9,36,17,5,1,5,7,3,37,5,8,7,47,6,4,4,5,4,5
ENSMUSG00000001211,Agpat3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,
ENSMUSG00000001225,Slc26a3,,,,,481,,,91,,,,,,,76,67,,,,,,,,,,,2,,,,,,,,
ENSMUSG00000001227,Sema6b,0.9,0.6,,,,,,,0.7,0.5,,,,,,,,0.5,,,,,,,0.5,,,,,,0.5,,,,
ENSMUSG00000001228,Uhrf1,0.5,,,2,,,,,,,,,,,,1,,,,1,,,,,,2,,,2,6,,,0.5,,
ENSMUSG00000001229,Dpp9,10,4,5,11,4,7,8,6,6,4,4,4,7,7,14,8,6,4,7,6,11,5,6,11,6,7,8,6,5,9,6,4,10,9,5
ENSMUSG00000001240,Ramp2,0.5,,0.9,,,,,,,0.5,,,,0.6,,,4,,0.6,1,,,,0.6,,,,0.6,,,0.9,,3,1,0.5
ENSMUSG00000001247,Lsr,1,3,3,,48,4,4,132,5,6,5,25,11,3,113,98,18,5,5,21,9,18,42,43,5,0.7,95,19,8,1,8,17,38,15,18
ENSMUSG00000001248,Gramd1a,1,,0.7,,,0.7,2,0.5,2,2,1,,,0.6,0.5,,,1,1,0.7,0.7,1,,,0.6,0.9,,,,0.5,,,0.6,,1
ENSMUSG00000001249,Hpn,,1,,,2,,,2,,,,6,7,,2,,4,,,0.9,62,0.5,0.8,,,,15,7,,,2,,5,,
ENSMUSG00000001260,Gabrg1,,,,,,4,12,,32,19,27,,0.8,8,,,,24,13,,,3,,,25,,,,,,,,,,
ENSMUSG00000001270,Ckb,10,33,28,10,54,581,571,151,748,528,599,50,64,367,474,189,27,938,791,55,7,79,54,12,1013,15,281,13,3,10,17,347,120,33,53
ENSMUSG00000001280,Sp1,17,7,8,9,4,6,3,9,3,3,4,6,8,3,10,8,10,3,7,7,5,5,5,10,3,9,2,10,2,9,8,8,9,8,9
ENSMUSG00000001281,Itgb7,45,4,5,18,0.9,2,,8,,,,1,1,,11,1,20,,,2,4,,,3,,20,1,3,,14,1,2,2,2,2
ENSMUSG00000001285,Myg1,34,28,20,18,24,28,23,23,29,28,28,28,20,29,15,14,30,34,28,27,23,34,23,17,29,31,22,33,41,39,17,21,23,17,21
ENSMUSG00000001288,Rarg,,0.5,0.9,,,,0.6,,,0.7,0.6,,,,,,1,,0.6,,,0.5,,3,,,1,0.6,,,1,2,0.7,3,
ENSMUSG00000001289,Pfdn5,2,2,1,,2,0.6,0.5,1,1,1,1,3,0.6,1,2,0.8,1,2,1,2,1,3,2,0.8,1,1,1,1,3,0.6,2,3,2,2,2
ENSMUSG00000001305,Rrp15,17,10,8,11,4,6,8,8,7,8,5,7,6,8,1,12,9,6,8,11,13,9,7,11,7,14,11,6,20,9,9,7,13,12,5
ENSMUSG00000001313,Rnd2,,,,,,0.6,1,,2,2,2,,,,,,,2,0.6,,,,,,3,,,,0.6,,,,,,
ENSMUSG00000001323,Srr,16,24,43,3,11,31,82,18,34,56,40,28,25,78,42,24,19,31,59,17,12,27,21,12,36,6,21,19,19,10,12,20,15,10,15
ENSMUSG00000001333,Sync,1,,7,1,2,,,0.5,,,,,,,,,,,,2,0.7,,,2,1,,1,0.6,,,8,1,3,2,
ENSMUSG00000001334,Fndc5,,,,,,6,2,,4,1,4,,0.6,3,,,,5,3,0.6,,,,,3,,,4,0.6,,4,,0.7,,
ENSMUSG00000001348,Acp5,,,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,0.6,,0.6,,0.6,0.5,1,
ENSMUSG00000001349,Cnn1,1,2,366,3,822,2,2,126,1,0.5,2,68,46,3,3,146,95,3,1,283,8,,764,11,0.7,7,1183,198,9,0.9,18,4997,589,394,1267
ENSMUSG00000001366,Fbxo9,6,8,10,14,7,13,16,10,31,16,22,9,14,12,14,8,8,29,9,7,13,18,10,6,28,13,19,16,6,10,10,9,7,7,12
ENSMUSG00000001376,Vps50,69,36,41,15,47,64,100,27,83,92,71,51,44,93,23,33,36,72,58,37,42,28,28,35,73,21,21,42,15,32,47,36,34,45,26
ENSMUSG00000001380,Hars,7,21,13,16,11,30,27,17,42,34,43,12,16,30,11,25,10,48,18,17,27,18,19,16,41,26,11,18,19,25,22,22,20,21,24
ENSMUSG00000001383,Zmat2,58,28,32,36,43,46,60,25,43,56,49,31,37,68,30,22,24,43,49,26,19,40,24,52,51,34,44,29,21,30,26,39,25,26,29
ENSMUSG00000001403,Ube2c,4,,1,36,,,,3,,,,,,,,5,2,,,3,,,,2,,22,2,1,69,10,0.9,,0.7,4,
ENSMUSG00000001415,Smg5,26,24,17,41,26,40,37,28,40,47,37,20,28,35,38,31,27,38,38,29,28,27,25,23,41,35,24,22,191,34,34,27,27,26,21
ENSMUSG00000001416,Cct3,33,39,32,19,34,33,37,33,50,37,51,35,27,35,14,43,32,53,39,45,16,44,50,28,47,36,36,24,166,22,37,37,45,48,33
ENSMUSG00000001418,Glmp,103,166,114,72,237,66,84,203,74,74,83,283,151,87,274,138,183,103,61,140,171,130,475,65,90,93,217,222,19,106,95,142,176,135,322
ENSMUSG00000001419,Mef2d,8,0.7,5,2,,3,6,,3,5,6,,0.8,5,,0.8,3,2,5,4,4,0.7,,3,2,1,3,0.6,2,3,2,3,3,2,1
ENSMUSG00000001420,Tmem79,,0.7,23,,9,,,7,,,,2,7,,11,6,2,,,1,0.7,0.5,5,11,,,16,9,,0.6,22,13,6,26,18
ENSMUSG00000001424,Snd1,65,63,32,42,45,43,28,56,27,30,30,83,40,28,47,69,51,25,33,59,130,94,85,30,27,41,13,89,9,34,35,42,62,44,87
ENSMUSG00000001435,Col18a1,,3,4,,0.9,1,,2,0.5,,0.9,4,2,,,1,5,1,,2,3,1,2,9,0.6,,1,2,,2,4,6,5,6,2
ENSMUSG00000001436,Slc19a1,1,0.9,0.7,0.9,,1,1,2,0.7,2,1,1,0.8,2,0.7,1,,2,1,2,1,0.7,0.7,0.7,2,,,0.6,,,0.5,,,,0.5
ENSMUSG00000001440,Kpnb1,14,6,7,6,7,5,7,6,8,12,10,9,4,10,2,8,5,8,4,11,5,10,7,12,7,11,5,7,41,16,5,10,11,8,4
ENSMUSG00000001441,Npepps,14,16,19,15,13,32,27,27,29,26,34,9,21,26,47,31,15,32,30,21,13,20,15,32,32,14,17,17,33,18,30,20,21,35,11
ENSMUSG00000001444,Tbx21,6,3,0.6,4,,,,3,,,,0.5,0.6,,6,1,9,,22,,,,,0.5,,8,,0.6,,2,1,,1,0.9,2
ENSMUSG00000001445,Mrpl10,3,6,4,,4,4,4,2,4,6,5,3,4,5,4,4,2,7,5,3,1,3,3,3,9,3,7,4,16,3,3,3,5,3,2
ENSMUSG00000001467,Cyp51,1,6,4,2,8,5,6,6,10,4,9,11,17,8,3,7,3,12,6,5,1,5,5,5,16,1,4,2,13,3,5,3,6,4,1
ENSMUSG00000001472,Tcf25,139,216,198,92,270,445,593,234,731,495,634,236,276,493,306,206,189,676,383,165,836,277,356,234,637,129,237,318,81,170,208,196,189,235,338
ENSMUSG00000001473,Tubb6,0.5,3,,2,,,,,,,,,,,,0.5,,,2,0.7,,0.7,,0.8,,0.7,,,,,1,1,1,2,
ENSMUSG00000001482,Def8,8,16,25,29,17,48,27,16,34,32,40,24,34,30,32,27,17,33,26,19,17,18,9,13,29,17,14,20,5,11,34,17,16,22,17
ENSMUSG00000001493,Meox1,14,,2,1,0.9,,,,,,,,3,,,,,,,0.5,,,0.9,0.8,,,,4,,0.9,2,,,0.5,0.5
ENSMUSG00000001494,Sost,,,343,34,2,3,,,,,,,,,,,4,,,,,,6,,,,,,,1,0.5,0.6,,,9
ENSMUSG00000001496,Nkx2-1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
ENSMUSG00000001497,Pax9,,,,,,,,,,,,,,,,,,,,,,0.9,1,,,,2,34,,3,131,,,,
ENSMUSG00000001504,Irx2,,,1,,0.9,2,,,13,2,8,4,63,,,,27,11,,,0.7,,20,52,2,,11,47,,,3,0.6,,2,8
ENSMUSG00000001506,Col1a1,,,,1,,,,,,,,,,,,,,,,0.5,,,,2,,,,,,,,,1,1,
ENSMUSG00000001507,Itga3,,1,0.9,,2,2,,14,,,0.9,2,0.6,,24,11,9,0.7,,1,1,2,4,2,0.8,,2,,,,0.9,3,2,3,5
ENSMUSG00000001508,Sgca,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
ENSMUSG00000001510,Dlx3,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
ENSMUSG00000001517,Foxm1,2,,,2,,,,,,,,,,,,0.5,0.9,,,0.9,,,,1,,0.7,,0.6,2,3,0.5,,1,,
ENSMUSG00000001518,Itfg2,24,21,17,19,11,54,15,10,34,22,29,16,30,16,9,11,18,32,30,15,19,36,20,15,24,12,14,24,9,17,15,14,18,13,20
ENSMUSG00000001520,Nrip2,,1,0.7,,,4,5,0.5,13,6,11,3,,9,,,,12,8,2,,0.7,,0.9,10,,1,,,,0.7,2,0.6,,0.5
ENSMUSG00000001521,Tulp3,5,16,5,2,2,14,8,0.9,8,9,10,6,5,10,,2,11,9,12,15,2,18,11,12,11,2,3,4,3,11,9,9,8,7,7
ENSMUSG00000001524,Gtf2h4,0.8,0.7,2,1,2,2,1,0.5,1,0.5,1,,,3,,0.8,1,1,1,1,,1,0.7,0.7,1,2,2,0.6,3,19,1,,2,0.9,
ENSMUSG00000001525,Tubb5,2,,0.7,2,,0.6,3,0.8,2,2,1,0.5,,2,,,0.9,2,,1,,0.7,0.7,1,1,4,,1,,4,,,1,,0.5
ENSMUSG00000001542,Ell2,14,6,3,0.9,7,,1,7,,1,1,1,2,0.8,12,6,2,1,1,0.6,12,7,3,3,1,6,10,9,16,,10,1,2,10,5
ENSMUSG00000001552,Jup,21,26,38,11,66,60,15,102,16,18,21,46,48,9,136,67,128,23,43,30,32,32,48,255,22,13,159,78,11,23,306,56,53,610,45
ENSMUSG00000001555,Fkbp10,3,11,9,4,2,1,1,2,2,1,2,3,2,1,,3,8,2,2,22,3,3,3,6,2,1,4,2,0.6,1,3,12,14,11,3
ENSMUSG00000001558,Klhl10,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,713,,,,,,
ENSMUSG00000001566,Mnx1,,,,,,,,1,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,
ENSMUSG00000001576,Ergic1,0.8,1,3,,,1,5,0.5,2,5,3,6,0.6,5,,0.5,0.6,2,3,2,1,2,2,1,2,,,1,,0.9,0.5,2,1,,1
ENSMUSG00000001583,Tnk1,,,,,7,,,4,,,,9,2,,12,4,2,,,0.7,4,5,4,6,,,7,2,0.6,,3,3,5,3,2
ENSMUSG00000001588,Acap1,7,,,5,,,,0.8,,,,6,,,3,,1,,,,,,,,,2,,0.6,,11,,,,,
ENSMUSG00000001604,Tcea3,2,3,11,57,58,3,0.7,49,1,0.5,1,27,24,2,36,4,37,1,2,7,127,2,8,80,5,0.5,63,41,2,3,192,55,4,5,3
ENSMUSG00000001622,Csn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.7,,,,
ENSMUSG00000001627,Ifrd1,,1,0.7,2,,,,,,,,,,,0.5,,0.7,,,2,1,3,,,,,0.5,,,,,,0.6,,
ENSMUSG00000001630,Stk38l,3,4,7,,9,6,6,3,5,4,5,4,4,5,2,2,4,7,9,4,3,5,3,5,7,2,3,4,3,2,5,5,4,7,2
ENSMUSG00000001632,Brpf1,56,27,45,46,24,54,29,20,25,32,23,23,29,33,24,21,33,25,30,30,21,32,27,45,22,38,27,19,64,56,22,21,27,25,32
ENSMUSG00000001642,Akr1b3,4,11,6,4,6,4,10,4,7,10,8,9,6,7,2,4,9,10,10,8,5,10,10,4,9,8,6,7,18,6,8,8,5,4,6
ENSMUSG00000001657,Hoxc8,,4,3,0.9,,,,2,,,,5,,,,,,,,4,,,,3,11,,,,,,,,,,
ENSMUSG00000001661,Hoxc6,0.8,5,2,0.9,,,,0.5,,,,0.8,,,,,,,,10,,,,6,4,,,,0.6,,,0.8,3,,
ENSMUSG00000001663,Gstt1,,0.6,2,,,1,1,1,2,0.9,1,,1,0.8,4,0.5,3,2,1,1,1,,,0.8,2,,1,1,,,,3,,0.6,0.5
ENSMUSG00000001665,Gstt3,0.5,1,2,0.9,13,,,5,,,0.6,5,3,,4,3,3,0.5,0.6,1,4,2,2,2,0.7,0.5,6,1,,0.6,2,3,2,3,5
ENSMUSG00000001666,Ddt,13,31,84,11,48,47,29,42,51,34,52,47,64,24,49,43,33,65,23,20,44,30,72,18,51,15,46,39,562,27,30,26,16,17,35
ENSMUSG00000001670,Tat,,4,0.6,,,,,,,,,,,,,,0.7,,,,,,,,,,3,,,,,0.6,,,
ENSMUSG00000001672,Marveld3,,,,,18,,,20,,,,4,11,,27,19,3,,,1,7,2,8,7,,,3,15,,,2,5,5,6,13
ENSMUSG00000001674,Ddx18,0.5,,,,0.9,,,,,0.7,,2,,,,,,0.5,,,,3,,,0.5,,0.5,0.6,36,,,,,,
ENSMUSG00000001687,Ubl3,13,25,19,9,22,40,41,16,34,61,43,21,36,41,19,24,25,46,42,16,21,24,28,15,47,14,29,20,39,8,20,14,19,18,19
ENSMUSG00000001700,Gramd3,26,5,10,5,18,8,11,4,11,11,12,9,9,9,7,6,7,15,8,8,25,12,16,37,14,3,11,21,6,2,23,10,9,28,17
ENSMUSG00000001707,Eef1e1,41,24,19,34,19,25,36,23,40,36,39,15,19,34,9,26,14,36,33,21,24,15,14,18,32,39,22,24,32,34,19,17,28,28,17
ENSMUSG00000001729,Akt1,,,,0.9,,,,,0.6,,,0.5,,,,,,,,,1,,,,,,,1,,,,,,,0.5
ENSMUSG00000001739,Cldn15,,1,4,,17,,,39,,,,,,,45,34,1,,,2,,,,,,,,,,,,0.8,2,,
ENSMUSG00000001741,Il16,,,,,,1,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000001750,Tcirg1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
ENSMUSG00000001751,Naglu,,0.7,,0.9,,,,0.5,,,,,,,,,0.7,,,0.6,,1,,,,0.5,,1,1,,,,,,1
ENSMUSG00000001755,Coasy,9,20,21,4,17,10,6,11,9,9,12,11,24,6,7,7,10,10,6,10,28,15,21,11,12,10,19,17,21,10,12,12,7,9,17
ENSMUSG00000001761,Smo,,0.6,,,,,,,,,,,,,,,,,,0.9,,0.7,,0.5,,,,0.6,,,,0.6,1,,
ENSMUSG00000001763,Tspan33,3,2,0.7,129,4,9,8,1,7,5,18,4,2,15,0.7,0.8,2,8,4,4,4,2,0.7,2,9,206,6,3,4,,0.5,1,10,2,
ENSMUSG00000001767,Crnkl1,58,21,23,23,22,23,22,22,17,21,25,21,27,24,29,17,28,19,22,22,25,32,20,35,15,30,14,22,76,43,23,22,21,24,20
ENSMUSG00000001768,Rin2,1,2,1,2,,,,0.5,,0.5,,0.6,0.9,,,,5,,,0.8,1,0.5,,0.8,0.6,,,4,,,1,1,0.6,1,0.5
ENSMUSG00000001773,Folh1,,,0.7,,,,0.9,,1,0.5,0.8,4,0.6,0.6,,,,2,,,,,,,1,,,,,,,,,,
ENSMUSG00000001774,Chordc1,8,2,1,5,,5,7,1,7,4,8,3,1,6,2,3,4,6,3,3,1,3,2,1,7,2,2,2,1,3,2,3,2,2,2
ENSMUSG00000001785,Pwp1,12,7,8,6,10,8,8,8,9,8,6,10,8,10,5,10,8,7,9,10,17,12,9,13,7,12,7,8,11,9,10,9,12,13,7
ENSMUSG00000001786,Fbxo7,,,,,,0.6,0.5,,0.8,1,1,,,0.6,,,,2,,,,,,,1,,,,,,,,,,
ENSMUSG00000001794,Capns1,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,0.6,,,,4,,,0.8,,0.6,
ENSMUSG00000001802,Lrp3,,11,12,,2,23,31,2,34,22,30,1,13,24,,2,4,29,29,8,,10,2,1,27,0.9,1,27,0.6,0.6,5,8,10,3,2
ENSMUSG00000001804,Dsg4,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,4,,,,
ENSMUSG00000001819,Hoxd13,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,3,,0.6,2
ENSMUSG00000001829,Clpb,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,48,,,,,,
ENSMUSG00000001833,Sep-07,4,2,2,4,2,6,32,1,7,13,8,2,2,13,1,1,2,10,5,3,1,3,2,3,12,4,1,0.6,4,3,3,3,3,4,1
ENSMUSG00000001844,Zdhhc4,24,26,21,16,24,13,19,15,17,24,16,35,27,24,13,15,22,18,17,21,15,18,17,20,23,16,41,27,321,15,24,26,19,23,24
ENSMUSG00000001847,Rac1,473,222,312,323,421,219,264,467,295,264,291,221,195,299,676,551,454,289,260,216,251,177,311,308,360,203,487,260,61,264,296,265,273,397,300
ENSMUSG00000001855,Nup214,40,14,14,14,11,18,11,11,12,11,10,12,11,15,6,10,15,11,17,16,11,15,12,13,12,19,4,10,51,20,12,11,16,14,13
ENSMUSG00000001865,Cpa3,66,0.7,13,2,,,,,,,,,,,,,,,,,0.7,,2,7,,1,3,0.6,,1,4,1,1,,1
ENSMUSG00000001870,Ltbp1,1,,6,,,,,,,0.5,,,,,,,3,,,1,,,,1,,,1,,,,2,1,,3,
ENSMUSG00000001891,Ugp2,,0.6,2,6,,,,0.8,1,0.7,0.7,0.6,3,2,2,2,0.6,0.6,0.8,,,1,2,3,2,,3,,0.6,,16,3,0.7,0.5,0.5
ENSMUSG00000001901,Kcnh6,,,,,,,,2,,,,,0.6,,2,1,,,4,0.9,1,1,,,,,1,,,0.6,1,,,,
ENSMUSG00000001909,Trmt1,15,34,18,18,22,25,30,26,34,30,25,30,32,30,8,17,19,29,31,35,57,25,39,16,25,28,22,28,136,25,27,24,36,26,37
ENSMUSG00000001910,Nacc1,14,12,11,10,13,16,18,12,17,21,17,12,13,17,16,19,10,17,18,13,10,8,9,7,19,12,11,7,9,12,12,12,14,14,8
ENSMUSG00000001911,Nfix,,,0.7,,,2,1,,,0.9,,0.5,1,1,,,0.9,0.6,0.6,1,,0.7,,1,1,,1,0.6,,,2,1,1,0.9,0.5
ENSMUSG00000001918,Slc1a5,2,3,27,3,5,,,2,,,,5,2,,0.8,,3,,,3,7,1,28,2,,3,4,3,0.8,1,1,6,5,2,13
ENSMUSG00000001924,Uba1,,1,1,,2,0.6,1,0.5,3,0.9,0.8,1,,1,,,0.6,1,,2,3,,0.7,0.8,0.7,0.9,,0.6,3,0.6,0.9,0.6,1,2,2
ENSMUSG00000001930,Vwf,2,2,15,15,0.9,5,7,5,7,7,5,3,2,5,,1,93,6,4,4,2,,2,2,8,7,0.5,2,,1,6,9,5,6,4
ENSMUSG00000001942,Siae,16,17,12,3,2,4,7,21,8,5,10,16,10,8,36,12,8,10,5,15,4,21,3,6,9,6,7,13,6,6,5,12,13,6,4
ENSMUSG00000001943,Vsig2,,,,,88,,1,4,0.6,0.9,,0.5,,,1,0.5,11,,,1,15,,,,,,530,,,,,149,,,
ENSMUSG00000001946,Esam,,0.9,,,,,,0.5,,0.5,,2,,,,,0.6,,,,1,,,,,,2,,,,,0.8,,,
ENSMUSG00000001948,Spa17,1,6,5,,2,6,5,2,7,3,6,21,3,8,2,2,19,6,9,9,,26,0.7,2,8,0.5,5,3,3145,2,5,2,2,,0.5
ENSMUSG00000001962,Fam50a,19,17,19,11,7,10,11,10,10,11,12,19,14,11,8,10,15,12,13,13,9,16,15,17,14,13,24,10,3,13,12,21,15,14,12
ENSMUSG00000001964,Emd,148,93,67,73,104,78,97,66,80,70,71,98,71,86,42,75,111,65,97,99,38,88,72,105,81,111,119,89,85,94,121,103,106,115,89
ENSMUSG00000001983,Taco1,8,7,21,12,8,8,9,12,11,7,9,7,9,7,13,15,5,12,8,5,6,8,5,7,11,7,12,7,4,7,22,6,6,7,6
ENSMUSG00000001985,Grik3,,,,,,4,10,,3,9,5,,,3,,,,2,21,3,,8,,0.7,2,,,,,,,,,,
ENSMUSG00000001986,Gria3,0.5,2,,,,1,3,,4,3,4,,0.5,3,,,0.7,3,2,,,,,,3,,,,,,,,,,
ENSMUSG00000001988,Npas1,,,,,,,2,,3,0.9,6,,,5,,,,3,,,,,,,2,,,,,,,,,,
ENSMUSG00000001998,Ap4e1,41,13,19,11,7,18,13,10,11,12,10,8,11,11,11,10,19,12,17,21,15,16,10,23,13,13,8,11,11,22,17,15,14,14,12
ENSMUSG00000001999,Blvra,20,24,32,15,21,27,22,21,32,19,29,16,11,18,18,21,25,38,16,15,11,14,11,15,34,27,14,21,12,16,14,22,13,9,10
ENSMUSG00000002006,Pdzd4,,,,,,2,2,,3,3,3,,0.7,3,,,,2,3,0.6,,1,,0.7,2,,,,0.6,0.9,,0.9,0.5,1,
ENSMUSG00000002007,Srpk3,9,,2,5,4,,2,0.8,1,0.5,2,,2,,,,1,0.6,3,0.7,,,,3,0.9,5,4,,,2,19,1,0.7,0.6,
ENSMUSG00000002010,Idh3g,1,0.7,4,2,,1,2,2,2,1,1,0.8,2,0.6,1,2,0.6,2,1,2,1,1,,1,3,2,2,,4,0.9,2,1,2,0.6,1
ENSMUSG00000002014,Ssr4,28,25,18,27,56,22,19,58,20,17,20,144,21,20,39,51,27,19,19,28,214,69,231,23,16,40,86,96,3,21,24,30,38,38,217
ENSMUSG00000002015,Bcap31,,3,3,0.9,,5,2,1,3,2,2,3,6,2,1,1,2,4,3,1,,3,1,1,3,,3,1,0.6,0.9,1,2,1,2,3
ENSMUSG00000002017,Fam98a,28,16,19,20,18,25,21,16,25,21,21,18,28,19,11,16,15,29,20,22,31,34,26,20,33,16,15,35,163,20,24,28,21,20,26
ENSMUSG00000002020,Ltbp2,2,,1,,,0.7,,,,,,0.8,,,,,2,,0.6,,,,,0.6,,0.7,,,,,,,,1,
ENSMUSG00000002028,Kmt2a,70,45,36,42,35,100,54,23,75,84,62,25,37,54,32,24,53,47,106,52,57,100,38,55,55,48,14,46,5,71,32,49,43,35,49
ENSMUSG00000002031,Ift46,3,1,2,0.9,,4,5,2,7,4,7,1,3,6,4,3,1,8,5,2,3,2,0.8,2,5,1,0.5,2,48,2,1,3,1,2,2
ENSMUSG00000002032,Tmem25,,4,3,,4,55,31,2,53,17,37,2,3,26,4,1,,47,21,3,,16,0.7,0.7,38,,2,0.6,2,,9,2,,,0.5
ENSMUSG00000002033,Cd3g,45,2,0.8,0.9,0.9,,,8,,,,,0.5,,23,2,6,,,,1,0.5,,2,,7,,2,,143,,,0.7,0.5,3
ENSMUSG00000002043,Trappc6a,7,10,7,8,21,3,4,11,4,4,4,29,12,5,10,13,8,5,4,9,9,7,23,9,4,6,14,12,24,5,8,10,9,16,15
ENSMUSG00000002052,Supt6,11,11,10,5,6,7,9,9,6,13,6,11,11,13,13,9,9,7,13,10,7,12,9,19,7,6,6,6,11,10,11,11,12,10,8
ENSMUSG00000002055,Spag5,0.5,,,4,,1,,0.9,,,,,,,2,0.7,,0.8,,,,,,0.7,,4,0.5,,8,1,,,,,
ENSMUSG00000002057,Foxn1,,,,,,,,,,,,,,,,,,,,,,,,19,,,1,,,3,12,,,20,
ENSMUSG00000002058,Unc119,1,0.7,0.9,11,2,,,0.5,,0.5,0.8,,9,,,0.5,2,0.8,,,,,,,0.6,3,,1,0.6,,0.5,0.8,,0.6,
ENSMUSG00000002059,Rab34,0.5,5,3,,0.9,1,,,1,1,2,3,0.9,0.7,,0.7,2,0.9,1,3,,3,0.6,4,1,,,2,,,1,2,2,2,1
ENSMUSG00000002064,Sdf2,11,5,3,7,4,9,9,5,8,6,12,6,3,7,11,4,9,11,6,2,1,7,7,5,10,7,4,7,2,10,9,6,4,11,3
ENSMUSG00000002068,Ccne1,2,1,0.9,12,,,1,2,1,1,2,0.5,0.8,,,0.8,,1,,,,,0.7,1,1,20,2,,1,5,0.7,,0.5,,
ENSMUSG00000002076,Hsf2bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,
ENSMUSG00000002083,Bbc3,2,0.9,0.9,,2,2,2,1,,0.9,0.6,0.5,3,1,2,0.8,3,0.5,3,2,4,2,0.9,1,0.9,1,1,1,0.6,3,0.9,0.6,0.5,0.6,3
ENSMUSG00000002100,Mybpc3,,,0.9,,,,,,,,,,,,,,3,,,,,,,,,,,,,0.9,,,,,
ENSMUSG00000002102,Psmc3,,,0.5,,2,0.9,3,0.6,1,2,2,0.5,0.6,4,,,,2,2,,0.7,,0.8,0.9,2,0.7,0.5,0.9,254,0.8,0.5,0.7,,0.5,0.8
ENSMUSG00000002103,Acp2,82,87,75,42,58,65,79,53,79,76,86,49,44,76,64,55,50,87,53,55,32,59,46,21,74,45,26,30,44,38,26,47,48,23,50
ENSMUSG00000002104,Rapsn,,0.6,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,3,,,,
ENSMUSG00000002105,Slc39a13,6,16,15,11,6,3,4,2,5,5,7,7,5,8,0.7,3,22,8,5,15,11,19,5,15,7,5,11,4,8,3,7,13,12,9,10
